[08-08-18 17:37:09.891] LSM_raw: 	-0.59	-0.30	9.69	-0.89	6.00	1.22	10.19	7.36	14.22
[08-08-18 17:37:09.891] MPU_raw: 	-0.03	0.04	9.54	0.02	-0.11	-0.02	18.30	20.10	-16.80
[08-08-18 17:37:09.891] MPU_ypr: 	0.28	0.13	13.39
[08-08-18 17:37:09.891] LSM_raw: 	-0.66	-0.32	9.78	-2.02	6.49	1.12	10.15	7.53	14.50
[08-08-18 17:37:09.891] MPU_raw: 	0.00	0.08	9.57	0.04	-0.13	-0.03	18.30	20.10	-16.80
[08-08-18 17:37:09.891] MPU_ypr: 	0.31	-0.01	13.39
[08-08-18 17:37:09.891] LSM_raw: 	-0.67	-0.30	9.78	-1.11	1.38	4.08	10.19	7.49	14.57
[08-08-18 17:37:09.891] MPU_raw: 	0.06	0.08	9.40	0.02	-0.03	0.01	18.30	20.10	-16.80
[08-08-18 17:37:09.891] MPU_ypr: 	0.33	-0.08	13.40
[08-08-18 17:37:09.891] LSM_raw: 	-0.60	-0.35	9.74	0.47	-0.35	2.24	10.22	7.52	14.97
[08-08-18 17:37:09.891] MPU_raw: 	0.03	0.07	9.51	0.02	-0.00	-0.02	18.30	20.10	-16.80
[08-08-18 17:37:10.024] MPU_ypr: 	0.34	-0.08	13.41
[08-08-18 17:37:10.024] LSM_raw: 	-0.61	-0.32	9.74	0.98	-0.49	0.18	10.31	7.46	13.93
[08-08-18 17:37:10.024] MPU_raw: 	0.03	0.08	9.50	0.01	-0.00	-0.04	18.30	20.10	-16.80
[08-08-18 17:37:10.024] MPU_ypr: 	0.34	-0.08	13.40
[08-08-18 17:37:10.024] LSM_raw: 	-0.61	-0.32	9.76	0.82	-0.51	0.49	10.17	7.41	14.69
[08-08-18 17:37:10.024] MPU_raw: 	0.02	0.08	9.40	-0.00	0.01	-0.04	18.30	20.10	-16.80
[08-08-18 17:37:10.024] MPU_ypr: 	0.32	-0.06	13.37
[08-08-18 17:37:10.024] LSM_raw: 	-0.62	-0.31	9.78	0.99	-2.92	0.77	10.32	7.40	14.74
[08-08-18 17:37:10.024] MPU_raw: 	0.02	0.05	9.48	-0.01	0.04	-0.04	18.30	20.10	-16.80
[08-08-18 17:37:10.024] MPU_ypr: 	0.29	-0.02	13.34
[08-08-18 17:37:10.024] LSM_raw: 	-0.59	-0.29	9.79	0.47	-2.23	2.21	10.19	7.46	14.44
